extended_rank	name_short	name	inn	country	profile	in_training	actual_score	actual_rank	predicted_score	score_normalized	F1	F2	F3	F4	F5	F1_normalized	F2_normalized	F3_normalized	F4_normalized	F5_normalized	wos_pubs_per100_2021	rnd_revenue_share	grants_per_100_fac	master_share	foreign_faculty_share	ege_budget	ege_paid	ege_min	vsosh_per100	olymp_per100	foreign_students_noncis_share	foreign_students_share_total	revenue_per_faculty	modern_equipment_share	postgrad_per_100	doct_share
400	Сыктывкарский Государственный Университет Имени Питирима Сорокина	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СЫКТЫВКАРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ ПИТИРИМА СОРОКИНА"""	1101483236.0	RU		False			11.458905491613171	44.43	-0.445177748238919	-1.4625470404516507	-0.8660799796267113	-2.1978418496408603	0.4316849051220356	3.86	6.83	2.76	4.09	6.49	404.78	6.67	1.88	13.97	0.0	65.12	58.51	52.44	0.0	0.0	2.83	3.09	723.26	34.51	0.05	11.74
401	Чеченский Государственный Педагогический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЧЕЧЕНСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	2020000549.0	RU		False			11.43379357134091	44.41	-0.5306389218818671	-1.3652890456888933	-1.0716003218894292	-2.4590982284416185	-0.2027311542731742	3.62	6.93	2.36	3.76	5.07	559.56	6.89	0.0	4.43	0.98	66.6	53.14	52.5	0.0	0.0	0.91	0.78	664.05	81.18	0.02	12.14
402	Бурятская Государственная Сельскохозяйственная Академия Имени В.Р. Филиппова	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БУРЯТСКАЯ ГОСУДАРСТВЕННАЯ СЕЛЬСКОХОЗЯЙСТВЕННАЯ АКАДЕМИЯ ИМЕНИ В.Р. ФИЛИППОВА"	323049356.0	RU		False			11.41930840065249	44.4	-0.1967253778146117	-1.65190161411023	-0.8496040613633786	-2.328797625416136	0.4233493558850754	4.57	6.62	2.79	3.93	6.47	414.61	19.9	7.46	18.25	0.0	60.48	56.56	46.05	0.0	0.0	2.32	2.17	736.82	73.59	0.1	17.86
403	Волгоградский Государственный Аграрный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ»	3446501024.0	RU		False			11.396708160241149	44.38	-0.1143170689270251	-1.8008652666806413	-0.965678708444718	-1.3780096857952324	0.4068742737440419	4.8	6.46	2.57	5.14	6.43	974.29	11.48	1.1	14.14	0.0	59.06	54.77	49.29	0.0	0.0	0.41	2.68	1278.26	47.54	0.06	17.61
404	"Алтайский Государственный Медицинский Университет"" Министерства Здравоохранения Российской Федерации"	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""АЛТАЙСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"	2225003156.0	RU		False			11.279483583911755	44.28	-0.5822788842150456	-1.525023453764187	1.03633509821008	-1.0099589314492252	1.2536204784621896	3.47	6.76	6.47	5.61	8.32	140.7	1.1	0.14	9.45	0.19	67.83	58.61	44.88	0.0	0.03	9.76	20.78	1314.02	51.44	0.17	19.9
405	Горский Государственный Аграрный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ГОРСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ»	1503014227.0	RU		False			11.24310316727376	44.24	-0.4023917028473574	-1.537722208381561	-1.1535217294840512	-1.969605492144872	0.4244932444870727	3.98	6.74	2.2	4.38	6.47	1032.81	10.74	0.0	14.3	0.0	61.38	62.49	46.55	0.0	0.0	1.18	2.13	808.22	41.11	0.1	16.74
406	Адыгейский Государственный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «АДЫГЕЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ»	105017636.0	RU		False			11.23963829983725	44.24	-0.1729829359059032	-1.804690035342428	1.4012107477191986	-1.4783521863208522	-0.1023757389799341	4.63	6.46	7.18	5.01	5.3	260.46	3.92	0.83	7.2	0.0	32.05	29.46	24.32	0.0	0.0	0.82	8.18	1935.9	10.54	0.03	7.98
407	Пермский Государственный Гуманитарно-Педагогический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕРМСКИЙ ГОСУДАРСТВЕННЫЙ ГУМАНИТАРНО-ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	5904101146.0	RU		False			11.206884964437815	44.21	-0.7721026480200742	-1.2293942426369917	-0.6459116533129928	-2.312920540958065	0.329245316996659	2.93	7.07	3.19	3.95	6.26	228.48	5.74	1.94	10.25	0.0	68.81	56.96	50.41	0.0	0.0	2.16	2.94	711.85	45.02	0.06	10.98
408	Рыбинский Государственный Авиационный Технический Университет Имени П.А. Соловьева	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РЫБИНСКИЙ ГОСУДАРСТВЕННЫЙ АВИАЦИОННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ П.А. СОЛОВЬЕВА"""	7610029476.0	RU		False			11.20324313888356	44.21	-0.3833745180670801	-1.6317665628229818	-0.6157323742799967	-1.2132401873393457	0.1757828562052955	4.04	6.64	3.25	5.35	5.92	267.02	7.74	0.0	6.28	0.0	31.89	26.62	26.48	0.0	0.0	0.16	3.02	1113.58	13.58	0.15	7.92
409	Братский Государственный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «БРАТСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ»	3805100148.0	RU		False			11.15916874118068	44.17	-0.339571143728498	-1.6474694200966007	-1.3219648865297509	-1.2941949268376869	-0.2247538243091336	4.16	6.63	1.87	5.25	5.02	263.94	5.68	0.44	18.74	0.0	61.28	51.3	48.02	0.0	0.0	0.0	2.55	1136.31	30.65	0.09	9.3
410	Ковровская Государственная Технологическая Академия Имени В.А. Дегтярева	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «КОВРОВСКАЯ ГОСУДАРСТВЕННАЯ ТЕХНОЛОГИЧЕСКАЯ АКАДЕМИЯ ИМЕНИ В.А. ДЕГТЯРЕВА»	3305007006.0	RU		False			11.143920333240978	44.16	-0.5002419925790448	-1.4920325788054205	-1.435734052861552	-1.5903670047146763	-0.4894661843008411	3.7	6.79	1.65	4.87	4.43	241.19	2.9	7.12	6.15	0.0	64.32	58.57	50.2	0.0	0.0	0.0	2.51	1071.02	20.14	0.0	8.38
411	Орловский Государственный Аграрный Университет Имени Н.В. Парахина	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ОРЛОВСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ ИМЕНИ Н.В. ПАРАХИНА»	5753000457.0	RU		False			11.138600319494152	44.15	-0.0962893695114183	-1.8567978994531853	0.1312365383402249	-1.5462331093241417	0.7971971652270211	4.85	6.4	4.7	4.93	7.3	942.42	15.17	6.82	18.34	0.0	60.92	57.58	51.07	0.0	0.0	4.21	9.78	1508.55	21.09	0.08	19.4
412	Петербургский Государственный Университет Путей Сообщения Императора Александра I	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ ИМПЕРАТОРА АЛЕКСАНДРА I»	7812009592.0	RU		False			11.119830732484552	44.13	0.2300800840313292	-2.2484318801818177	0.9478192063618684	-0.2466114040055186	1.069750167684411	5.78	5.99	6.29	6.59	7.91	453.56	2.26	4.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	19.38	3805.64	35.59	0.0	14.9
413	Государственный Аграрный Университет Северного Зауралья	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ СЕВЕРНОГО ЗАУРАЛЬЯ"""	7202010269.0	RU		False			11.09259447725925	44.11	-0.0445861972189108	-1.922983847623979	-1.2781038741956587	-0.9627056439538082	0.2728710084520462	5.0	6.33	1.96	5.67	6.13	1159.85	8.56	0.96	12.74	0.49	58.12	53.7	43.91	0.0	0.0	0.04	2.3	1749.89	22.03	0.07	13.74
414	"Кузбасский Гуманитарно-Педагогический Институт Федерального Государственного Бюджетного Образовательного Учреждения Высшего Образования ""Кемеровский Государственный Университет"	"КУЗБАССКИЙ ГУМАНИТАРНО-ПЕДАГОГИЧЕСКИЙ ИНСТИТУТ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КЕМЕРОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"""	4207017537.0	RU		False			11.037354831221126	44.06	-0.7827858047294899	-1.2927641603941338	-1.5493004918621738	-1.43042503240497	-0.6824565965792487	2.9	7.01	1.43	5.07	4.0	708.9	2.75	6.12	4.49	0.0	66.32	64.02	51.93	0.0	0.0	0.0	0.46	1438.08	42.26	0.01	6.58
415	Курганский Государственный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КУРГАНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"""	4501050909.0	RU		False			11.025657660972058	44.05	-0.6530041237529611	-1.4053532330929734	-1.2469667959967452	-1.3935197594972204	-0.6828085531190807	3.27	6.89	2.02	5.12	4.0	11.29	1.66	0.0	8.88	0.15	60.84	28.84	47.81	0.0	0.0	0.11	3.66	1155.68	33.39	0.05	13.1
416	Тихоокеанский Государственный Медицинский Университет» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ТИХООКЕАНСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	2538017661.0	RU		False			10.983706342099808	44.01	-0.7574060044685096	-1.3780151171927737	-0.4926494124665679	-1.2137274747475844	1.321095276009753	2.97	6.92	3.49	5.35	8.47	65.18	2.58	0.09	11.61	0.0	67.59	57.94	48.57	0.0	0.0	6.21	6.77	1034.16	60.01	0.29	16.14
417	"Донецкий Государственный Медицинский Университет Имени М.Горького"" Министерства Здравоохранения Российской Федерации"	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДОНЕЦКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ М.ГОРЬКОГО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"	9303004441.0	RU		False			10.95583046656794	43.99	-1.036453078645245	-1.077924699309375	-1.5115394770371893	-1.927101491309976	1.1214982710569588	2.18	7.24	1.5	4.44	8.03	42.33	0.79	0.0	7.67	0.0	93.17	0.0	59.4	0.35	0.0	0.0	0.19	382.85	9.47	0.21	13.92
418	Глазовский Государственный Инженерно-Педагогический Университет Имени В.Г. Короленко	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ГЛАЗОВСКИЙ ГОСУДАРСТВЕННЫЙ ИНЖЕНЕРНО-ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ В.Г. КОРОЛЕНКО"""	1829907025.0	RU		False			10.925408445638688	43.96	-0.3234621426912896	-1.6938564587430365	-0.0055882670057646	-1.557292040254162	0.0870544156618758	4.21	6.58	4.44	4.91	5.72	391.07	1.3	0.0	3.0	0.0	32.26	32.15	26.02	0.0	0.0	0.0	7.99	1992.04	71.0	0.02	19.57
419	Дагестанский Государственный Технический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДАГЕСТАНСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"""	562044246.0	RU		False			10.86988328874094	43.91	-0.4653158991877461	-1.470743577653625	-0.9604303426436418	-2.701713672633701	0.1061223381185793	3.8	6.82	2.58	3.45	5.76	363.09	0.0	3.65	0.0	0.0	59.79	0.0	50.82	0.0	0.0	0.0	3.3	412.87	13.35	0.0	6.66
420	Приморский Государственный Аграрно-Технологический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПРИМОРСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	2511010524.0	RU		False			10.764915394203255	43.82	-0.1103792514935239	-1.827996252092141	-0.6430781683525589	-1.9540005694620064	-0.6110483573403327	4.81	6.44	3.19	4.4	4.16	907.28	4.56	8.39	5.87	0.96	56.81	54.83	49.34	0.0	0.0	0.0	4.01	1074.87	44.26	0.06	7.13
421	Хакасский Государственный Университет Им. Н.Ф. Катанова	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ХАКАССКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. Н.Ф. КАТАНОВА"""	1901021449.0	RU		False			10.742239580259495	43.8	-0.3944090454569737	-1.63938947508745	-1.4592555742818745	-1.5236402222038234	0.3793711252260808	4.0	6.64	1.6	4.95	6.37	510.65	3.09	3.74	15.2	0.0	61.79	59.06	42.91	0.03	0.0	0.1	0.23	1034.26	36.95	0.05	11.32
422	Оренбургский Государственный Аграрный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ОРЕНБУРГСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ»	5610042441.0	RU		False			10.72489685022124	43.78	-0.2389349037181798	-1.737220936302743	-0.8896107422380888	-1.9806599712445383	0.6540287441745003	4.45	6.53	2.71	4.37	6.98	774.94	4.43	0.63	13.07	0.0	61.1	56.94	48.81	0.0	0.0	0.0	5.04	743.02	24.34	0.08	17.51
423	Томский Государственный Педагогический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТОМСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	7018017907.0	RU		False			10.487141271676798	43.57	0.0679392780480918	-1.973431603419175	0.6345743250807819	-2.66072903356679	0.2602055041827181	5.32	6.28	5.68	3.5	6.1	270.11	3.46	8.67	20.98	0.54	66.39	56.26	49.99	0.0	0.08	3.52	5.98	603.26	74.35	0.04	13.77
424	Уральский Государственный Горный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ГОРНЫЙ УНИВЕРСИТЕТ»	6661001004.0	RU		False			10.4649492873669	43.55	-0.325758125231928	-1.783979419530085	-0.7756983874019662	-0.9733392066990638	-0.1458508742101295	4.2	6.48	2.94	5.66	5.2	281.89	8.71	0.1	6.6	0.0	56.34	58.71	49.11	0.0	0.0	1.31	5.87	1717.2	74.44	0.03	15.79
425	Сибирский Государственный Автомобильно-Дорожный Университет (Сибади)	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ АВТОМОБИЛЬНО-ДОРОЖНЫЙ УНИВЕРСИТЕТ (СИБАДИ)"""	5502029210.0	RU		False			10.44010320009262	43.53	-0.3836981650016784	-1.6536418183517871	-1.0223695700998572	-1.8945058797985503	-0.3693513468686664	4.03	6.62	2.46	4.48	4.7	88.99	5.7	1.0	13.25	0.0	59.98	59.39	45.56	0.0	0.0	0.0	4.85	1003.39	19.51	0.03	12.11
426	Пермский Государственный Аграрно-Технологический Университет Имени Академика Д.Н. Прянишникова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ПЕРМСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ АКАДЕМИКА Д.Н. ПРЯНИШНИКОВА»	5902290794.0	RU		False			10.411392821796143	43.51	-0.3800014654125568	-1.6341413099324849	-1.241790801474189	-2.1865587010904624	0.0155272994048209	4.05	6.64	2.03	4.11	5.56	539.0	9.32	0.19	14.5	0.0	60.23	58.2	46.45	0.0	0.0	0.22	2.02	626.56	34.25	0.06	12.54
427	Калининградский Государственный Технический Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «КАЛИНИНГРАДСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ»	3904014891.0	RU		False			10.313836796198814	43.42	-0.5406232025857116	-1.6505397292366426	-0.4104178959916941	-0.8868643473828051	0.1139322255757122	3.59	6.62	3.65	5.77	5.78	141.83	2.8	0.33	9.96	0.0	60.9	58.09	45.7	0.0	0.02	2.39	4.89	1932.31	22.73	0.05	12.95
428	Чувашский Государственный Аграрный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ЧУВАШСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ»	2128014360.0	RU		False			10.210575102797597	43.33	-0.0385708557487847	-1.97230145344189	-1.0299315837229794	-1.776334667821628	0.4402952862303905	5.02	6.28	2.44	4.63	6.51	2710.24	11.07	3.22	13.44	0.0	55.02	62.83	48.23	0.0	0.0	0.44	2.04	1282.9	26.77	0.08	12.49
429	Амурская Государственная Медицинская Академия» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «АМУРСКАЯ ГОСУДАРСТВЕННАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	2801031068.0	RU		False			10.17383965721622	43.3	-0.6727221121671411	-1.6354673307677223	-1.0903068475697013	-0.0868819983977197	1.5315562625155614	3.21	6.64	2.32	6.79	8.94	126.55	1.59	0.34	13.15	0.0	68.48	51.08	42.85	0.0	0.0	0.98	4.63	2405.98	36.6	0.78	22.56
